"","nflId","game_play_frameId","gameId","playId","frameId","displayName","time","jerseyNumber","club","playDirection","x","y","s","a","dis","o","dir","event","game_playId","dist_from_ball","defensiveTeam","on_defense","has_ball","dist_from_bc"
"255",43296,"2022091105-2587-24",2022091105,2587,24,"DeForest Buckner","2022-09-11 15:07:24.599999",99,"IND","right",10.94,29.56,0.73,1.24,0.07,262.68,38.61,"first_contact","2022091105-2587",0,"IND",1,0,0.8728115
"256",43296,"2022091105-2616-30",2022091105,2616,30,"DeForest Buckner","2022-09-11 15:08:03.799999",99,"IND","right",12.31,31.3,2.58,1.97,0.26,325.01,353.86,"first_contact","2022091105-2616",0,"IND",1,0,1.860779
"1156",54561,"2022091105-2637-17",2022091105,2637,17,"Nick Cross","2022-09-11 15:08:29.099999",20,"IND","right",16.55,50.32,6.79,1.88,0.67,17.38,355.06,"first_contact","2022091105-2637",0,"IND",1,0,2.004121
"1058",53450,"2022091105-2697-33",2022091105,2697,33,"Kwity Paye","2022-09-11 15:10:28.799999",51,"IND","right",21.69,29.92,0.95,2.99,0.08,225.83,192.62,"first_contact","2022091105-2697",0,"IND",1,0,1.630491
"147",38540,"2022091105-2718-7",2022091105,2718,7,"Stephon Gilmore","2022-09-11 15:11:04.799999",5,"IND","right",30.13,14.48,5.59,3.48,0.57,277.99,2.46,"first_contact","2022091105-2718",0,"IND",1,0,0.9377633
"1059",53450,"2022091105-2742-19",2022091105,2742,19,"Kwity Paye","2022-09-11 15:11:42.799999",51,"IND","right",24,5.57,8.59,4.09,0.88,135.14,162.92,"first_contact","2022091105-2742",0,"IND",1,0,1.45839
"1060",53483,"2022091105-2796-33",2022091105,2796,33,"Dayo Odeyingbo","2022-09-11 15:13:21.299999",54,"IND","right",53.2,33.2,4.63,2.84,0.47,17.33,16.69,"first_contact","2022091105-2796",0,"IND",1,0,1.090367
"857",47947,"2022091105-2817-11",2022091105,2817,11,"E.J. Speed","2022-09-11 15:14:08.599999",45,"IND","right",61.1,30.92,6.66,0.6,0.67,192.44,185.69,"first_contact","2022091105-2817",0,"IND",1,0,1.274755
"148",38540,"2022091105-2887-15",2022091105,2887,15,"Stephon Gilmore","2022-09-11 15:16:00.000000",5,"IND","right",71.8,50.41,3.47,3.88,0.36,242.15,309.82,"first_contact","2022091105-2887",0,"IND",1,0,1.744162
"858",47947,"2022091105-3293-30",2022091105,3293,30,"E.J. Speed","2022-09-11 15:33:16.299999",45,"IND","left",84.59,28.03,1.31,3.34,0.15,85.09,111.1,"first_contact","2022091105-3293",0,"IND",1,0,1.16297
"764",47872,"2022091105-3461-44",2022091105,3461,44,"Bobby Okereke","2022-09-11 15:42:18.200000",58,"IND","left",84.55,12.96,7.58,2.05,0.77,191.69,171.55,"first_contact","2022091105-3461",0,"IND",1,0,1.296341
"1061",53450,"2022091105-3482-34",2022091105,3482,34,"Kwity Paye","2022-09-11 15:43:02.700000",51,"IND","left",79.11,24.14,1.12,1.94,0.12,276.83,278.04,"first_contact","2022091105-3482",0,"IND",1,0,1.306981
"354",43358,"2022091105-3503-29",2022091105,3503,29,"Yannick Ngakoue","2022-09-11 15:43:46.000000",91,"IND","left",79.23,18.61,3.2,2.69,0.33,5.56,67.56,"first_contact","2022091105-3503",0,"IND",1,0,2.118962
"463",44957,"2022091105-3524-29",2022091105,3524,29,"Grover Stewart","2022-09-11 15:44:29.900000",90,"IND","left",75.79,18.14,4.44,2.64,0.46,287.57,187.13,"first_contact","2022091105-3524",0,"IND",1,0,1.089036
"859",47872,"2022091105-3812-31",2022091105,3812,31,"Bobby Okereke","2022-09-11 15:56:03.099999",58,"IND","left",69.51,35.85,2.69,4.22,0.26,128.29,19.79,"first_contact","2022091105-3812",0,"IND",1,0,1.011187
"1157",54561,"2022091105-4655-31",2022091105,4655,31,"Nick Cross","2022-09-11 16:27:17.000000",20,"IND","left",70.3,5.55,7.65,3.25,0.77,136.88,169.92,"first_contact","2022091105-4655",0,"IND",1,0,2.353572
"464",45287,"2022091105-4731-7",2022091105,4731,7,"Kenny Moore","2022-09-11 16:29:58.000000",23,"IND","left",55.23,49.06,8.6,2.5,0.86,40.82,25.77,"first_contact","2022091105-4731",0,"IND",1,0,0.8993887
"257",44957,"2022091105-4794-28",2022091105,4794,28,"Grover Stewart","2022-09-11 16:32:12.599999",90,"IND","left",58.53,30.97,2.23,1.67,0.23,35.51,37.04,"first_contact","2022091105-4794",0,"IND",1,0,1.45279
"765",47872,"2022091105-503-17",2022091105,503,17,"Bobby Okereke","2022-09-11 13:23:06.900000",58,"IND","right",36.58,47.46,4.27,2.41,0.44,223.83,1.9,"first_contact","2022091105-503",0,"IND",1,0,1.9078
"860",47872,"2022091105-527-33",2022091105,527,33,"Bobby Okereke","2022-09-11 13:23:37.900000",58,"IND","right",37.51,39.34,7.03,1.2,0.71,329.49,348.16,"first_contact","2022091105-527",0,"IND",1,0,1.655929
"560",45287,"2022091105-841-10",2022091105,841,10,"Kenny Moore","2022-09-11 13:39:55.200000",23,"IND","left",94.95,43.16,6.29,2.89,0.63,218.14,283.67,"first_contact","2022091105-841",0,"IND",1,0,1.621635
"1062",53450,"2022091105-889-33",2022091105,889,33,"Kwity Paye","2022-09-11 13:41:08.799999",51,"IND","left",85.68,37.72,1.63,1.77,0.16,177.09,303.14,"first_contact","2022091105-889",0,"IND",1,0,0.9261209
"149",38540,"2022091105-912-7",2022091105,912,7,"Stephon Gilmore","2022-09-11 13:41:54.200000",5,"IND","left",75.1,46.06,6.81,1.3,0.68,36.59,36.29,"first_contact","2022091105-912",0,"IND",1,0,1.428741
"150",38540,"2022091105-936-7",2022091105,936,7,"Stephon Gilmore","2022-09-11 13:42:24.299999",5,"IND","left",61.11,37.64,5.03,2.51,0.49,129.74,91.68,"first_contact","2022091105-936",0,"IND",1,0,1.096221
"465",45287,"2022091105-984-27",2022091105,984,27,"Kenny Moore","2022-09-11 13:43:45.200000",23,"IND","left",56.61,16.42,7.23,0.79,0.73,247.01,245.56,"first_contact","2022091105-984",0,"IND",1,0,1.082589
"658",46188,"2022091104-107-42",2022091104,107,42,"Kyzir White","2022-09-11 13:06:26.299999",43,"PHI","left",30.67,31.47,5.64,3.79,0.58,359.01,330.54,"first_contact","2022091104-107",0,"PHI",1,0,0.9097252
"466",43378,"2022091104-128-32",2022091104,128,32,"Javon Hargrave","2022-09-11 13:07:01.500000",97,"PHI","left",28.48,30.09,2.21,1.84,0.23,158.52,211.42,"first_contact","2022091104-128",0,"PHI",1,0,0.9176056
"355",43351,"2022091104-1986-41",2022091104,1986,41,"James Bradberry","2022-09-11 14:24:48.500000",24,"PHI","right",100.11,43.68,3.35,4.32,0.34,209.33,49.28,"first_contact","2022091104-1986",0,"PHI",1,0,0.9620811
"966",47974,"2022091104-267-32",2022091104,267,32,"Marcus Epps","2022-09-11 13:10:55.599999",22,"PHI","left",11.88,26.24,2.72,3.16,0.29,342.11,60.91,"first_contact","2022091104-267",0,"PHI",1,0,0.5714018
"861",47888,"2022091104-2736-7",2022091104,2736,7,"Chauncey Gardner-Johnson","2022-09-11 15:07:44.000000",23,"PHI","right",36.76,6.09,7.4,2.45,0.75,225.82,202.09,"first_contact","2022091104-2736",0,"PHI",1,0,0.9360556
"561",44825,"2022091104-2760-26",2022091104,2760,26,"Haason Reddick","2022-09-11 15:08:19.200000",7,"PHI","right",33.76,30.33,1.5,3.7,0.15,179.42,219.98,"first_contact","2022091104-2760",0,"PHI",1,0,0.8863972
"967",47888,"2022091104-2781-36",2022091104,2781,36,"Chauncey Gardner-Johnson","2022-09-11 15:09:00.799999",23,"PHI","right",39.86,34.05,4.45,4.98,0.44,264.43,306.9,"first_contact","2022091104-2781",0,"PHI",1,0,0.6155485
"151",38542,"2022091104-2807-27",2022091104,2807,27,"Fletcher Cox","2022-09-11 15:09:35.500000",91,"PHI","right",50.59,29.52,2.96,1.93,0.3,17.73,25.12,"first_contact","2022091104-2807",0,"PHI",1,0,0.7102112
"1063",48516,"2022091104-2928-22",2022091104,2928,22,"T.J. Edwards","2022-09-11 15:15:35.299999",57,"PHI","right",76.71,36.77,3.75,2.5,0.38,325.62,334.75,"first_contact","2022091104-2928",0,"PHI",1,0,0.7155418
"1158",54478,"2022091104-3016-33",2022091104,3016,33,"Jordan Davis","2022-09-11 15:18:19.700000",90,"PHI","right",101.26,30.5,1.83,0.48,0.18,312.78,61.25,"first_contact","2022091104-3016",0,"PHI",1,0,1.297112
"968",47974,"2022091104-3059-7",2022091104,3059,7,"Marcus Epps","2022-09-11 15:19:36.599999",22,"PHI","right",109.35,40.85,4.98,0.93,0.5,178,182.84,"first_contact","2022091104-3059",0,"PHI",1,0,0.6126989
"467",43378,"2022091104-3434-13",2022091104,3434,13,"Javon Hargrave","2022-09-11 15:39:20.299999",97,"PHI","left",36.44,8.12,6.69,3.84,0.67,194.84,222.04,"first_contact","2022091104-3434",0,"PHI",1,0,0.5994164
"862",47888,"2022091104-3709-47",2022091104,3709,47,"Chauncey Gardner-Johnson","2022-09-11 15:50:35.400000",23,"PHI","left",82.31,15.71,2.01,1.65,0.19,84.14,167.11,"first_contact","2022091104-3709",0,"PHI",1,0,0.9984989
"766",46199,"2022091104-3730-14",2022091104,3730,14,"Josh Sweat","2022-09-11 15:51:08.000000",94,"PHI","left",65.37,1.93,6.09,3.21,0.62,177.73,166.31,"first_contact","2022091104-3730",0,"PHI",1,0,1.538831
"659",46188,"2022091104-58-10",2022091104,58,10,"Kyzir White","2022-09-11 13:05:03.700000",43,"PHI","left",87.77,10,7.89,4.34,0.8,173.64,175.05,"first_contact","2022091104-58",0,"PHI",1,0,0.990202
"258",39984,"2022091104-604-35",2022091104,604,35,"Darius Slay","2022-09-11 13:26:44.099999",2,"PHI","left",68.26,34.74,0.63,4.97,0.06,149.06,193.43,"first_contact","2022091104-604",0,"PHI",1,0,1.080463
"356",43351,"2022091104-86-32",2022091104,86,32,"James Bradberry","2022-09-11 13:05:36.299999",24,"PHI","left",82.72,17.2,2.12,5.86,0.19,9,319.77,"first_contact","2022091104-86",0,"PHI",1,0,0.7111259
"152",38548,"2022091106-1218-39",2022091106,1218,39,"Melvin Ingram","2022-09-11 13:59:18.200000",6,"MIA","left",82.65,24.13,3.78,4.21,0.35,138.93,147.76,"first_contact","2022091106-1218",0,"MIA",1,0,0.9217917
"357",43503,"2022091106-154-37",2022091106,154,37,"Elandon Roberts","2022-09-11 13:07:21.599999",52,"MIA","right",64.7,13.17,7.12,4.06,0.73,208.51,213.66,"first_contact","2022091106-154",0,"MIA",1,0,0.7576939
"259",40030,"2022091106-175-31",2022091106,175,31,"John Jenkins","2022-09-11 13:08:08.299999",77,"MIA","right",75.46,23.65,1.27,0.71,0.13,217.09,136,"first_contact","2022091106-175",0,"MIA",1,0,0.65
"660",46307,"2022091106-2090-31",2022091106,2090,31,"Zach Sieler","2022-09-11 14:47:10.500000",92,"MIA","right",79.86,29.28,2.17,1.42,0.24,333.58,8.33,"first_contact","2022091106-2090",0,"MIA",1,0,0.5923681
"661",46307,"2022091106-2116-27",2022091106,2116,27,"Zach Sieler","2022-09-11 14:47:51.400000",92,"MIA","right",80.01,29.35,2.22,1.25,0.22,60.13,12.47,"first_contact","2022091106-2116",0,"MIA",1,0,0.6720119
"767",48476,"2022091106-2237-9",2022091106,2237,9,"Nik Needham","2022-09-11 14:51:28.000000",40,"MIA","right",103.52,6.75,3.57,3.98,0.36,299.82,259.72,"first_contact","2022091106-2237",0,"MIA",1,0,0.9140022
"768",48476,"2022091106-2539-45",2022091106,2539,45,"Nik Needham","2022-09-11 15:05:03.700000",40,"MIA","right",37.73,50.19,3.99,1.32,0.41,240.89,349.02,"first_contact","2022091106-2539",0,"MIA",1,0,0.7874643
"260",43321,"2022091106-2605-27",2022091106,2605,27,"Emmanuel Ogbah","2022-09-11 15:08:57.099999",91,"MIA","left",72.6,22.72,1.72,1.47,0.17,15.18,20.06,"first_contact","2022091106-2605",0,"MIA",1,0,0.7467262
"468",46142,"2022091106-2840-25",2022091106,2840,25,"Jerome Baker","2022-09-11 15:21:04.500000",55,"MIA","left",63.72,27.89,5.26,1.85,0.51,145.83,175.79,"first_contact","2022091106-2840",0,"MIA",1,0,0.7452516
"153",38548,"2022091106-633-7",2022091106,633,7,"Melvin Ingram","2022-09-11 13:27:07.400000",6,"MIA","right",51.98,45.15,4.85,3.98,0.5,222.39,287.73,"first_contact","2022091106-633",0,"MIA",1,0,1.292942
"469",46142,"2022091106-657-9",2022091106,657,9,"Jerome Baker","2022-09-11 13:27:44.900000",55,"MIA","right",55.9,36.78,2.78,5.99,0.28,265.88,226.57,"first_contact","2022091106-657",0,"MIA",1,0,0.9651943
"1159",54936,"2022091106-792-17",2022091106,792,17,"Kader Kohou","2022-09-11 13:33:32.200000",28,"MIA","left",49.68,12.14,2.47,4.13,0.25,53.08,77.44,"first_contact","2022091106-792",0,"MIA",1,0,1.073778
"1064",53447,"2022091106-83-28",2022091106,83,28,"Jaelan Phillips","2022-09-11 13:05:12.799999",15,"MIA","right",44.27,25.34,4.06,3.8,0.41,314.72,32.25,"first_contact","2022091106-83",0,"MIA",1,0,0.8400595
"470",43411,"2022091111-100-23",2022091111,100,23,"Andrew Billings","2022-09-11 16:28:08.200000",97,"LV","right",44.32,23.41,1.08,1.61,0.09,263.8,99.89,"first_contact","2022091111-100",0,"LV",1,0,0.8372574
"863",47889,"2022091111-121-23",2022091111,121,23,"Maxx Crosby","2022-09-11 16:28:46.700000",98,"LV","right",43.69,17.51,3.43,1.17,0.34,274.07,210.7,"first_contact","2022091111-121",0,"LV",1,0,1.416827
"769",47787,"2022091111-1286-31",2022091111,1286,31,"Clelin Ferrell","2022-09-11 17:18:07.799999",99,"LV","left",100.97,29.79,3.26,2.26,0.33,215.32,209.05,"first_contact","2022091111-1286",0,"LV",1,0,0.9037699
"864",47810,"2022091111-1307-33",2022091111,1307,33,"Johnathan Abram","2022-09-11 17:18:48.299999",24,"LV","left",93.46,24.49,5.41,3.75,0.56,161.65,185.75,"first_contact","2022091111-1307",0,"LV",1,0,1.562082
"969",47810,"2022091111-1336-53",2022091111,1336,53,"Johnathan Abram","2022-09-11 17:19:31.400000",24,"LV","left",80.13,50,2.51,3.77,0.27,137.74,353.93,"first_contact","2022091111-1336",0,"LV",1,0,0.9835141
"471",44968,"2022091111-142-15",2022091111,142,15,"Jayon Brown","2022-09-11 16:29:24.099999",50,"LV","right",54.1,38.48,6.53,4.59,0.66,332.8,346.2,"first_contact","2022091111-142",0,"LV",1,0,1.09165
"1160",53596,"2022091111-1440-28",2022091111,1440,28,"Nate Hobbs","2022-09-11 17:22:32.299999",39,"LV","left",49.26,26.61,3.95,7.01,0.38,221.26,225.02,"first_contact","2022091111-1440",0,"LV",1,0,1.140175
"1065",53509,"2022091111-1484-16",2022091111,1484,16,"Divine Deablo","2022-09-11 17:23:57.500000",5,"LV","left",39.12,27.31,2.15,5.41,0.22,54.23,56.22,"first_contact","2022091111-1484",0,"LV",1,0,1.438923
"662",46214,"2022091111-1525-26",2022091111,1525,26,"Bilal Nichols","2022-09-11 17:27:02.099999",91,"LV","left",39.88,27.52,2.89,1.25,0.29,141.96,177.11,"first_contact","2022091111-1525",0,"LV",1,0,0.8006248
"358",43411,"2022091111-1546-14",2022091111,1546,14,"Andrew Billings","2022-09-11 17:27:17.400000",97,"LV","left",38.49,26.21,1.41,0.58,0.15,38.6,140.4,"first_contact","2022091111-1546",0,"LV",1,0,0.1140175
"770",47817,"2022091111-1612-44",2022091111,1612,44,"Rock Ya-Sin","2022-09-11 17:34:55.299999",26,"LV","left",36.45,40.26,1.7,2.4,0.15,53.38,247.68,"first_contact","2022091111-1612",0,"LV",1,0,1.135297
"865",47889,"2022091111-166-28",2022091111,166,28,"Maxx Crosby","2022-09-11 16:30:03.099999",98,"LV","right",54.7,27.46,2.62,4.14,0.26,355.75,358.4,"first_contact","2022091111-166",0,"LV",1,0,0.5907622
"1161",53596,"2022091111-187-25",2022091111,187,25,"Nate Hobbs","2022-09-11 16:30:37.900000",39,"LV","right",57.92,23.17,2.52,6.11,0.27,304.99,294.1,"first_contact","2022091111-187",0,"LV",1,0,1.212477
"866",47889,"2022091111-1925-33",2022091111,1925,33,"Maxx Crosby","2022-09-11 18:03:19.799999",98,"LV","left",82.88,31.35,1.4,1.52,0.17,79.01,37.89,"first_contact","2022091111-1925",0,"LV",1,0,1.252557
"663",47810,"2022091111-1946-39",2022091111,1946,39,"Johnathan Abram","2022-09-11 18:04:03.700000",24,"LV","left",72.23,2.63,7.3,3.68,0.73,174.65,223.95,"first_contact","2022091111-1946",0,"LV",1,0,1.38134
"664",47810,"2022091111-1975-7",2022091111,1975,7,"Johnathan Abram","2022-09-11 18:04:41.500000",24,"LV","left",63.75,20.99,4.54,0.97,0.46,337.33,348.64,"first_contact","2022091111-1975",0,"LV",1,0,1.660482
"154",38551,"2022091111-1999-26",2022091111,1999,26,"Chandler Jones","2022-09-11 18:04:58.000000",55,"LV","left",64.35,17.23,4.23,1.56,0.43,134.73,137.49,"first_contact","2022091111-1999",0,"LV",1,0,1.16
"665",47810,"2022091111-2020-16",2022091111,2020,16,"Johnathan Abram","2022-09-11 18:05:41.900000",24,"LV","left",50.37,51.06,1.61,5.32,0.19,113.45,100.64,"first_contact","2022091111-2020",0,"LV",1,0,1.172774
"359",43411,"2022091111-2044-31",2022091111,2044,31,"Andrew Billings","2022-09-11 18:06:19.700000",97,"LV","left",50.62,34.65,3.6,0.62,0.38,45.72,6.8,"first_contact","2022091111-2044",0,"LV",1,0,1.064707
"562",47810,"2022091111-2065-8",2022091111,2065,8,"Johnathan Abram","2022-09-11 18:06:59.799999",24,"LV","left",45.75,46.47,6.69,4.51,0.69,357.59,19.55,"first_contact","2022091111-2065",0,"LV",1,0,0.828734
"261",40039,"2022091111-208-30",2022091111,208,30,"Duron Harmon","2022-09-11 16:31:22.200000",30,"LV","right",80.54,43.36,0.52,6.19,0.02,225.57,152.23,"first_contact","2022091111-208",0,"LV",1,0,1.375391
"1162",53596,"2022091111-2089-8",2022091111,2089,8,"Nate Hobbs","2022-09-11 18:07:44.200000",39,"LV","left",39.23,9.12,7.49,1.56,0.76,127.89,149.27,"first_contact","2022091111-2089",0,"LV",1,0,1.040433
"666",47810,"2022091111-2113-40",2022091111,2113,40,"Johnathan Abram","2022-09-11 18:08:20.900000",24,"LV","left",32.88,23.8,6.44,4.81,0.64,345.12,312.31,"first_contact","2022091111-2113",0,"LV",1,0,1.53688
"360",42391,"2022091111-232-14",2022091111,232,14,"Denzel Perryman","2022-09-11 16:32:00.700000",52,"LV","right",80.94,47.18,6.81,4.11,0.67,328.83,331.02,"first_contact","2022091111-232",0,"LV",1,0,1.46
"667",47810,"2022091111-2725-32",2022091111,2725,32,"Johnathan Abram","2022-09-11 18:40:17.700000",24,"LV","right",11.11,31.88,5.74,3.28,0.56,323.29,341.17,"first_contact","2022091111-2725",0,"LV",1,0,1.171708
"262",40039,"2022091111-2806-14",2022091111,2806,14,"Duron Harmon","2022-09-11 18:43:09.200000",30,"LV","right",19.1,36.29,4.62,5.62,0.46,270.38,4.29,"first_contact","2022091111-2806",0,"LV",1,0,0.3981206
"472",44968,"2022091111-2901-31",2022091111,2901,31,"Jayon Brown","2022-09-11 18:46:57.799999",50,"LV","right",62.04,21.24,3.23,0.95,0.33,234.96,209.33,"first_contact","2022091111-2901",0,"LV",1,0,1.221229
"867",47889,"2022091111-2946-19",2022091111,2946,19,"Maxx Crosby","2022-09-11 18:48:10.400000",98,"LV","right",66.95,21.03,4.25,2.76,0.43,258.29,244.43,"first_contact","2022091111-2946",0,"LV",1,0,0.7433034
"155",38551,"2022091111-2967-34",2022091111,2967,34,"Chandler Jones","2022-09-11 18:48:52.700000",55,"LV","right",74.08,18.65,5.12,2.16,0.55,152.67,153.35,"first_contact","2022091111-2967",0,"LV",1,0,0.9013878
"868",47889,"2022091111-2988-28",2022091111,2988,28,"Maxx Crosby","2022-09-11 18:49:35.400000",98,"LV","right",78.17,21.11,0.24,0.85,0.03,265.91,319.64,"first_contact","2022091111-2988",0,"LV",1,0,1.601125
"970",48581,"2022091111-3295-15",2022091111,3295,15,"Roderic Teamer","2022-09-11 19:02:56.900000",33,"LV","right",36.34,8.04,2.33,7.75,0.25,358.49,148,"first_contact","2022091111-3295",0,"LV",1,0,1.592388
"869",47889,"2022091111-3319-32",2022091111,3319,32,"Maxx Crosby","2022-09-11 19:03:39.299999",98,"LV","right",39.89,18.37,2.41,0.88,0.25,266.25,165.12,"first_contact","2022091111-3319",0,"LV",1,0,1.337946
"771",47810,"2022091111-3554-39",2022091111,3554,39,"Johnathan Abram","2022-09-11 19:15:25.599999",24,"LV","right",82.94,42.88,3.31,5.93,0.36,200.37,351,"first_contact","2022091111-3554",0,"LV",1,0,0.9708244
"971",47889,"2022091111-3592-32",2022091111,3592,32,"Maxx Crosby","2022-09-11 19:16:32.599999",98,"LV","right",87.53,28.91,3.33,2.61,0.33,56.61,43.05,"first_contact","2022091111-3592",0,"LV",1,0,0.8549269
"1066",53509,"2022091111-3630-28",2022091111,3630,28,"Divine Deablo","2022-09-11 19:17:43.900000",5,"LV","right",90.39,29.22,2.13,0.73,0.22,245.09,180.71,"first_contact","2022091111-3630",0,"LV",1,0,1.055746
"870",47889,"2022091111-730-22",2022091111,730,22,"Maxx Crosby","2022-09-11 16:48:59.099999",98,"LV","right",56.31,24.37,5.32,3.37,0.54,2.43,356.32,"first_contact","2022091111-730",0,"LV",1,0,0.5166237
"668",46186,"2022091107-1236-18",2022091107,1236,18,"Jordan Whitehead","2022-09-11 13:58:49.400000",3,"NYJ","left",69.5,52.64,4.04,3.63,0.39,84.47,37.74,"first_contact","2022091107-1236",0,"NYJ",1,0,0.7992496
"972",47881,"2022091107-1260-18",2022091107,1260,18,"Quincy Williams","2022-09-11 13:59:35.200000",56,"NYJ","left",59.4,37.13,5.91,1.71,0.59,31.79,4.92,"first_contact","2022091107-1260",0,"NYJ",1,0,0.7060453
"156",41243,"2022091107-1618-15",2022091107,1618,15,"C.J. Mosley","2022-09-11 14:14:00.000000",57,"NYJ","left",36.59,9.42,5.24,3.48,0.53,141.05,151.69,"first_contact","2022091107-1618",0,"NYJ",1,0,1.106436
"361",44929,"2022091107-1994-46",2022091107,1994,46,"Carl Lawson","2022-09-11 14:31:09.599999",58,"NYJ","left",84.37,22.79,4.26,2.42,0.43,295.54,274.81,"first_contact","2022091107-1994",0,"NYJ",1,0,0.5961543
"669",46186,"2022091107-202-21",2022091107,202,21,"Jordan Whitehead","2022-09-11 13:12:16.700000",3,"NYJ","right",41,3.13,5.46,3.43,0.54,207.68,188.88,"first_contact","2022091107-202",0,"NYJ",1,0,0.8062258
"772",46204,"2022091107-2049-32",2022091107,2049,32,"John Franklin-Myers","2022-09-11 14:46:12.700000",91,"NYJ","right",34.39,25.64,1.39,1.67,0.14,303.1,38.85,"first_contact","2022091107-2049",0,"NYJ",1,0,1.030437
"871",46255,"2022091107-2113-34",2022091107,2113,34,"Jacob Martin","2022-09-11 14:48:34.099999",54,"NYJ","right",43.76,21.8,1.49,1.39,0.15,227.22,191.55,"first_contact","2022091107-2113",0,"NYJ",1,0,0.8409518
"157",41243,"2022091107-2285-32",2022091107,2285,32,"C.J. Mosley","2022-09-11 14:58:57.900000",57,"NYJ","right",72.81,48.84,8.05,3.45,0.8,14.89,24.78,"first_contact","2022091107-2285",0,"NYJ",1,0,0.9935794
"158",41243,"2022091107-230-10",2022091107,230,10,"C.J. Mosley","2022-09-11 13:12:38.099999",57,"NYJ","right",45.43,36.52,4.88,3.31,0.48,6.18,351.12,"first_contact","2022091107-230",0,"NYJ",1,0,1.171068
"872",47881,"2022091107-2314-50",2022091107,2314,50,"Quincy Williams","2022-09-11 14:59:36.200000",56,"NYJ","right",84.89,45.57,8.23,2.3,0.84,28.26,16.59,"first_contact","2022091107-2314",0,"NYJ",1,0,0.80025
"873",47881,"2022091107-2340-34",2022091107,2340,34,"Quincy Williams","2022-09-11 15:00:10.400000",56,"NYJ","right",87.28,20.51,6.22,5.58,0.73,111.09,165.53,"first_contact","2022091107-2340",0,"NYJ",1,0,1.510099
"1067",53583,"2022091107-2361-44",2022091107,2361,44,"Michael Carter","2022-09-11 15:00:55.500000",30,"NYJ","right",90.96,40.56,4.29,5.29,0.47,299.09,347.78,"first_contact","2022091107-2361",0,"NYJ",1,0,0.6688797
"1068",47881,"2022091107-2385-21",2022091107,2385,21,"Quincy Williams","2022-09-11 15:04:14.500000",56,"NYJ","right",89.59,48.87,5.68,2.25,0.58,243.01,323.04,"first_contact","2022091107-2385",0,"NYJ",1,0,0.4804165
"159",41243,"2022091107-254-43",2022091107,254,43,"C.J. Mosley","2022-09-11 13:13:18.299999",57,"NYJ","right",48.7,22.05,6.15,1.77,0.63,128.64,176.28,"first_contact","2022091107-254",0,"NYJ",1,0,0.4939636
"874",47881,"2022091107-2635-14",2022091107,2635,14,"Quincy Williams","2022-09-11 15:15:14.299999",56,"NYJ","right",33.09,16.54,5.08,2.76,0.55,46.2,30.45,"first_contact","2022091107-2635",0,"NYJ",1,0,0.8561542
"670",46186,"2022091107-2659-45",2022091107,2659,45,"Jordan Whitehead","2022-09-11 15:15:57.000000",3,"NYJ","right",42.63,16.95,3.66,5.09,0.37,252.51,255.4,"first_contact","2022091107-2659",0,"NYJ",1,0,0.08602325
"563",46141,"2022091107-2680-29",2022091107,2680,29,"Nathan Shepherd","2022-09-11 15:16:34.400000",97,"NYJ","right",44.46,23.16,2.45,0.73,0.24,136.34,123.52,"first_contact","2022091107-2680",0,"NYJ",1,0,0.6627217
"1069",47881,"2022091107-275-34",2022091107,275,34,"Quincy Williams","2022-09-11 13:13:57.500000",56,"NYJ","right",48.82,18.51,2.71,4.21,0.3,23.61,280.73,"first_contact","2022091107-275",0,"NYJ",1,0,0.9264988
"973",53583,"2022091107-301-9",2022091107,301,9,"Michael Carter","2022-09-11 13:14:39.599999",30,"NYJ","right",52.05,40.78,3.02,1.81,0.3,315.55,263.5,"first_contact","2022091107-301",0,"NYJ",1,0,1.244026
"974",47786,"2022091107-3026-36",2022091107,3026,36,"Quinnen Williams","2022-09-11 15:31:01.900000",95,"NYJ","left",93.66,24.83,1.93,1.2,0.19,113.98,241.46,"first_contact","2022091107-3026",0,"NYJ",1,0,1.293561
"160",41243,"2022091107-3071-62",2022091107,3071,62,"C.J. Mosley","2022-09-11 15:31:51.500000",57,"NYJ","left",84.15,44.68,7.48,3.37,0.76,1.49,343.56,"first_contact","2022091107-3071",0,"NYJ",1,0,0.7624303
"161",41243,"2022091107-3115-8",2022091107,3115,8,"C.J. Mosley","2022-09-11 15:32:44.700000",57,"NYJ","left",93.06,34,5.48,3.64,0.55,26.3,35.62,"first_contact","2022091107-3115",0,"NYJ",1,0,1.376118
"1070",53583,"2022091107-3139-19",2022091107,3139,19,"Michael Carter","2022-09-11 15:33:36.599999",30,"NYJ","left",75.76,53.32,2.3,5.01,0.24,148.05,248.31,"first_contact","2022091107-3139",0,"NYJ",1,0,0.5903389
"975",54469,"2022091107-3163-43",2022091107,3163,43,"Ahmad Gardner","2022-09-11 15:34:21.799999",1,"NYJ","left",74.56,29.99,3.11,3.04,0.32,141.75,168.17,"first_contact","2022091107-3163",0,"NYJ",1,0,0.9838699
"875",46255,"2022091107-330-39",2022091107,330,39,"Jacob Martin","2022-09-11 13:15:25.700000",54,"NYJ","right",57.54,19.41,3.37,1.96,0.35,162.12,181.71,"first_contact","2022091107-330",0,"NYJ",1,0,0.4716991
